name,building_id,id,created_at,updated_at
ТЭК Мосэнерго,5b5132db-0c07-431e-bbf7-5e75275852be,e0ae069e-2d1b-45fc-8df0-f71076c10a3b,2025-05-22 12:47:47.336055 +00:00,
АО «Воронцов»,f34f1ad9-51bb-4846-98bc-3f600419fec2,242e7e2b-5ecf-418a-8d86-6eedaf659dc1,2025-05-22 12:47:47.336058 +00:00,
Магнит,980e9e6c-8e2c-4050-9474-4ecfff937cbe,669d5919-6dd6-4d44-8b15-0aca145577b4,2025-05-22 12:47:47.336062 +00:00,
РАО «Горшков»,1b370fb8-8ca3-4c17-abe4-c6cb9001b34e,ff29b32c-c3fd-4a76-9fd2-5e7db514fb61,2025-05-22 12:47:47.336066 +00:00,
Фомина Лимитед,cde13c51-5a42-4507-a33a-118910816095,bf90388d-ad68-4274-ba86-94c5a1a2f683,2025-05-22 12:47:47.336072 +00:00,
Крылов Инкорпорэйтед,2b599c15-b6d0-4c36-b05f-b274b9c8474d,ea37cb16-2e04-451e-8bb9-258f4988cd73,2025-05-22 12:47:47.336076 +00:00,
Самойлова Инкорпорэйтед,2aef5596-a860-4f95-8e40-2f9fb717f524,4480a72f-5e7c-47aa-ad3b-cdf6a06e435d,2025-05-22 12:47:47.336079 +00:00,
ИП «Жуков-Захарова»,6c1cafa2-d257-4348-8e5f-d65e1353070b,4a428c80-0085-43e4-8b0b-317384278b47,2025-05-22 12:47:47.336083 +00:00,
ООО «Голубев-Шилов»,18d0a7de-fda5-4f34-833e-55dfd5e6f9c7,5c6af54e-b518-4c76-8ea4-171e1e2bf3e9,2025-05-22 12:47:47.336087 +00:00,
ООО «Лихачева-Зиновьев»,09283536-496a-4c1b-8bfe-1eb6fa9ed925,5fe79f25-554c-4ca2-aec8-8693cedebe9d,2025-05-22 12:47:47.336091 +00:00,
ЗАО «Иванова Котова»,72de790a-5497-46c4-a9d4-523e7e2aa04b,4d413fcf-c531-4ca4-a269-3d5045210c42,2025-05-22 12:47:47.336095 +00:00,
Павлов Групп,016fa342-8fb8-4abe-b173-d4474f74c5df,464430c8-1038-49b3-981b-68e1c5e9169f,2025-05-22 12:47:47.336099 +00:00,
Быков Групп,2729911a-2e2b-4fbd-a343-976d8316ad6a,f425d4df-ad10-4ff7-ac94-a4061a86cb37,2025-05-22 12:47:47.336102 +00:00,
Капустина Лимитед,a61825bb-4d22-4189-a323-79177a8a8451,fc8e6f0e-1923-49d6-854c-a4a3709729c5,2025-05-22 12:47:47.336106 +00:00,
АО «Ковалева»,03e78667-da9c-4c16-86d0-26d7c33b3f93,886a1bad-ef84-4ac9-b93e-a7bf18c65b5f,2025-05-22 12:47:47.336110 +00:00,
ИП «Боброва-Селиверстов»,067f8dcc-7f49-4d68-a9c6-9e9d4654c76a,8bf9f52d-9f1f-4949-9c9a-6e1d7857bcc7,2025-05-22 12:47:47.336114 +00:00,
"ИП «Игнатов, Чернова и Михайлова»",85dc5861-60c3-4a72-b97b-d1b68322b5b2,58ddab19-2357-49aa-99be-2844addca676,2025-05-22 12:47:47.336118 +00:00,
"ЗАО «Суворов, Евсеева и Шилова»",4075b7cf-aa9d-4b01-a27e-478dac894449,1006dfc6-46b2-4dc0-ad9c-49a48f50ef72,2025-05-22 12:47:47.336122 +00:00,
Лазарева Инкорпорэйтед,efaa6a63-625d-41ca-a470-d0967e57d6ae,cdb5fc2b-3d09-4043-aa5e-fed23eb8da30,2025-05-22 12:47:47.336126 +00:00,
"ЗАО «Уваров, Кошелев и Кулаков»",8686622a-a4d3-451e-851f-09efd156a661,f8baabaf-a0b2-4921-9a0f-c0ac32b44df0,2025-05-22 12:47:47.336130 +00:00,
НПО «Дмитриева»,e08e9ef7-c3b5-4ec9-97dc-f92e7527cbac,01e21014-7e9a-4fc9-b795-2867c02c4227,2025-05-22 12:47:47.336133 +00:00,
НПО «Шилова Степанова»,842d7225-ad04-45f9-97aa-f7e48e328876,18c134db-0eb2-42de-8a44-c87ab281e807,2025-05-22 12:47:47.336137 +00:00,
ОАО «Беляков-Сорокина»,9ad017f9-c236-46c1-89e8-57c47de31e18,96f1c545-5355-4e8d-b023-1add70a91624,2025-05-22 12:47:47.336141 +00:00,
"ООО «Щербаков, Тимофеев и Иванова»",be8e919b-f333-4098-a52e-28b610287c61,dc7c6cc1-94e4-41dd-ad10-bc74eacfd810,2025-05-22 12:47:47.336145 +00:00,
Гущин и партнеры,30aebf1c-dccf-4dd3-8695-c15ceb4d0cb8,3b036872-a6fb-4b0a-9ec4-91fe49646062,2025-05-22 12:47:47.336149 +00:00,
"РАО «Некрасов, Киселева и Лобанов»",edd861b7-846f-418a-8633-a55460070e40,0fa3ef21-e2cd-4d86-984c-cf4c4a4fbf1d,2025-05-22 12:47:47.336153 +00:00,
Водоканал Санкт-Петербурга,5b5132db-0c07-431e-bbf7-5e75275852be,8e11a2eb-39e1-4e55-9ced-690f9e7404d3,2025-05-22 12:47:47.336156 +00:00,
ИП «Горбунова Молчанова»,85dc5861-60c3-4a72-b97b-d1b68322b5b2,861c335a-b4de-4805-8674-4c08a1ab2671,2025-05-22 12:47:47.336160 +00:00,
Ковалева Инкорпорэйтед,980e9e6c-8e2c-4050-9474-4ecfff937cbe,0c9d542e-a54f-441b-a5bc-935784a67a84,2025-05-22 12:47:47.336167 +00:00,
РАО «Федосеев Герасимова»,03e78667-da9c-4c16-86d0-26d7c33b3f93,e6700f32-7a91-460c-a6e3-c45dc763db30,2025-05-22 12:47:47.336171 +00:00,
АО «Игнатьев»,980e9e6c-8e2c-4050-9474-4ecfff937cbe,fdcef8d7-6552-4dee-b89c-07a4bcd45ce2,2025-05-22 12:47:47.336175 +00:00,
Emex,075c49b1-b46f-4785-a30f-fa159732bd4e,eb2cd84a-3316-4f51-a3d4-33dec8d53545,2025-05-22 12:47:47.336179 +00:00,
ИП «Романов-Владимиров»,a61825bb-4d22-4189-a323-79177a8a8451,fdd99fa1-092f-4beb-a2e8-cc6579bcda3c,2025-05-22 12:47:47.336183 +00:00,
ЗАО «Юдин-Киселева»,5f996656-d9b5-4574-83d5-ad2c656e815a,fd0d9e11-c77a-4a88-8cdf-a80199942b31,2025-05-22 12:47:47.336187 +00:00,
Кузьмин Инкорпорэйтед,72de790a-5497-46c4-a9d4-523e7e2aa04b,6282a649-1c62-45ff-a24d-437d70e5be1d,2025-05-22 12:47:47.336191 +00:00,
МегаФон,5b5132db-0c07-431e-bbf7-5e75275852be,d3fe9bfc-0a08-4297-aa92-7ff8fc32c2ba,2025-05-22 12:47:47.336195 +00:00,
ИП «Артемьева-Цветкова»,5b5132db-0c07-431e-bbf7-5e75275852be,3db4be4d-d41e-4053-83a6-31903ba67311,2025-05-22 12:47:47.336199 +00:00,
НПО «Силина-Шестакова»,2aef5596-a860-4f95-8e40-2f9fb717f524,48528889-91ba-468e-86be-7b2973e8360c,2025-05-22 12:47:47.336203 +00:00,
НПО «Захаров»,4075b7cf-aa9d-4b01-a27e-478dac894449,1cb11164-9eed-47ef-bac4-cc66e3363342,2025-05-22 12:47:47.336207 +00:00,
Ершов Лтд,f34f1ad9-51bb-4846-98bc-3f600419fec2,416dfaf1-b7b1-4ffc-82a9-132536e4125d,2025-05-22 12:47:47.336212 +00:00,
АО «Соловьева»,3ba41d36-126d-480e-b19c-c465cb5cd283,e1c0e81a-166c-4506-be98-94822cf3aa41,2025-05-22 12:47:47.336216 +00:00,
РАО «Бобылева Гущин»,1774d368-fdbd-4bc8-a503-91e52a9a8274,7293df96-56c2-4932-bc0a-da56a9798804,2025-05-22 12:47:47.336220 +00:00,
"ОАО «Константинова, Новикова и Виноградов»",4075b7cf-aa9d-4b01-a27e-478dac894449,1256e56d-cac2-4d59-b823-dd4a0db156cd,2025-05-22 12:47:47.336224 +00:00,
"ООО «Котова, Виноградов и Фомичева»",f34f1ad9-51bb-4846-98bc-3f600419fec2,de147e38-4c40-4445-8126-bdc4afa965f8,2025-05-22 12:47:47.336228 +00:00,
НПО «Лихачев Кудрявцева»,6f1438a9-94e2-404a-a334-8cec0338a759,15c8dc3e-6538-4f35-b8d6-c5b4adbb766f,2025-05-22 12:47:47.336232 +00:00,
АО «Кудряшов Родионова»,5b5132db-0c07-431e-bbf7-5e75275852be,01536739-84b8-457f-8112-f847c6c997a3,2025-05-22 12:47:47.336236 +00:00,
Бобров Инкорпорэйтед,1774d368-fdbd-4bc8-a503-91e52a9a8274,3ae3e09f-04c3-4615-b410-bed661092a1f,2025-05-22 12:47:47.336240 +00:00,
ООО «Дмитриева»,b03f11fc-8c4b-4394-8e49-82cf7e445501,90ebc5a2-fdf8-4a81-b066-29b2fffeb939,2025-05-22 12:47:47.336244 +00:00,
Авилон АГ,1b370fb8-8ca3-4c17-abe4-c6cb9001b34e,553188b2-4b5d-46fb-b6b3-5bcba2e60787,2025-05-22 12:47:47.336248 +00:00,
Носкова Инкорпорэйтед,be8e919b-f333-4098-a52e-28b610287c61,02214978-4bca-463f-ab82-065a02c4f09b,2025-05-22 12:47:47.336252 +00:00,
АО «Гущина»,4a3a4e5e-a2f7-4304-9459-fb15e58695d3,b2c8317c-0aa5-4705-b966-4f6078c9672b,2025-05-22 12:47:47.336256 +00:00,
ЗАО «Казакова-Силин»,5b5132db-0c07-431e-bbf7-5e75275852be,087a7da4-b852-482f-be49-a9c5bc93f506,2025-05-22 12:47:47.336260 +00:00,
НМЖК,85dc5861-60c3-4a72-b97b-d1b68322b5b2,a378b773-bce8-4501-80d2-3b566aea01df,2025-05-22 12:47:47.336264 +00:00,
АО «Николаев»,ec733972-8b9d-4532-848f-73a09d5a439a,75e7f39f-1e8d-41ac-800a-f6c8d6e93900,2025-05-22 12:47:47.336268 +00:00,
ИП «Мартынов Кудряшов»,81f81f7d-9cc9-4fc8-89d1-4d8181081677,8c371749-7dd7-4677-a873-548feb97f2f3,2025-05-22 12:47:47.336272 +00:00,
Козлов Инкорпорэйтед,6f1438a9-94e2-404a-a334-8cec0338a759,4c56375e-15e9-4734-a7dd-185b7d417610,2025-05-22 12:47:47.336276 +00:00,
Панова Инк,5871da8e-9a22-4315-9300-e8d04a0a37e1,07a9e6fe-bf05-4c05-9c92-cb7476f0f78f,2025-05-22 12:47:47.336280 +00:00,
"НПО «Третьяков, Якушев и Соловьева»",f48b7c13-a34d-45bc-a842-da842c74f424,2b9df669-e091-4792-ae8e-c89726a2f2d7,2025-05-22 12:47:47.336284 +00:00,
ОАО «Соколова»,81f81f7d-9cc9-4fc8-89d1-4d8181081677,bc670435-e9d0-46a3-9355-83e5bbb178f9,2025-05-22 12:47:47.336288 +00:00,
"РАО «Емельянов, Сысоева и Медведева»",1774d368-fdbd-4bc8-a503-91e52a9a8274,b13dac0d-5dd9-4ab7-9795-f7f155d135ef,2025-05-22 12:47:47.336292 +00:00,
ОАО «Ефремов»,92b066a6-2951-4bf6-87fb-eb2c80c440ec,0fd20629-7522-49af-962e-4a64fca7f8b8,2025-05-22 12:47:47.336296 +00:00,
НПО «Александров-Лазарева»,ec733972-8b9d-4532-848f-73a09d5a439a,c3517f85-30f1-4a64-bc20-b5abd79d1797,2025-05-22 12:47:47.336300 +00:00,
ОАО «Большаков-Субботин»,13e2e8c5-3005-472a-a271-602a4d64be67,cd9b4ce2-ec59-4541-a528-3ce13e4472f8,2025-05-22 12:47:47.336304 +00:00,
Национальная компьютерная корпорация,e51960d2-b46e-4966-84b2-cb648300e17c,5b9cc271-9fde-4715-b714-92685bcc692c,2025-05-22 12:47:47.336308 +00:00,
СК Росгосстрах,0baa86ac-05cd-40cc-b1e3-9e1ca2662ee9,5aa77b42-437e-47ed-8e52-7a1d5b1ba6d5,2025-05-22 12:47:47.336312 +00:00,
Королев Лтд,81f81f7d-9cc9-4fc8-89d1-4d8181081677,178e9d80-c74c-49fb-a4c0-5a07b4bf7676,2025-05-22 12:47:47.336316 +00:00,
ЗАО «Некрасова-Захаров»,f48b7c13-a34d-45bc-a842-da842c74f424,0448d501-9921-4c18-9eee-eb02d0c4ea96,2025-05-22 12:47:47.336320 +00:00,
"РАО «Тарасова, Мясникова и Игнатова»",eb3dff12-56f6-4a16-b833-d9ce59b8cf97,a673aa3c-5833-4741-861e-db1b513edb99,2025-05-22 12:47:47.336324 +00:00,
ООО «Хохлова-Соколова»,72de790a-5497-46c4-a9d4-523e7e2aa04b,841d459d-de6d-494c-a507-ed33e9244263,2025-05-22 12:47:47.336330 +00:00,
"НПО «Третьякова, Кононов и Симонова»",1134e632-dfcb-46af-a5ca-e59d0d17c2ec,505a7d30-9dfa-4e2c-822c-06230d0a9c36,2025-05-22 12:47:47.336335 +00:00,
Лебедева Инк,209c24c1-8d89-4ef6-b6ad-951354bace8b,0b5104df-5a5a-44ef-96dd-7922f6be1875,2025-05-22 12:47:47.336340 +00:00,
Ланит,1134e632-dfcb-46af-a5ca-e59d0d17c2ec,a9462c1e-bb09-474e-90a2-92dec3cfed87,2025-05-22 12:47:47.336349 +00:00,
ИП «Казаков»,edd861b7-846f-418a-8633-a55460070e40,09b0bbb4-1e98-473a-8acd-2e4d4c3c53b1,2025-05-22 12:47:47.336353 +00:00,
Жданова Лтд,842d7225-ad04-45f9-97aa-f7e48e328876,6ec7fe55-0fe8-4d94-b9b0-de966edc6b19,2025-05-22 12:47:47.336357 +00:00,
ООО «Федорова»,075c49b1-b46f-4785-a30f-fa159732bd4e,510e48c5-1601-438f-97f4-5aa03bdb3393,2025-05-22 12:47:47.336361 +00:00,
ООО «Игнатьева Суворов»,6f1438a9-94e2-404a-a334-8cec0338a759,53759ada-1639-4e23-a8ad-d50b6112aeae,2025-05-22 12:47:47.336365 +00:00,
ООО «Гуляева Белякова»,f8ba5b63-7b77-45ca-be3a-9a4e8046fabd,55aefd89-7c83-441d-a795-6558a2f33a9a,2025-05-22 12:47:47.336369 +00:00,
"НПО «Афанасьев, Данилова и Мухин»",0a73efb8-dce4-4110-99b3-533e35f0a403,10ba1ed4-05c5-446c-abbc-87ab58f0bdd3,2025-05-22 12:47:47.336373 +00:00,
ЗАО «Константинова Власов»,03e78667-da9c-4c16-86d0-26d7c33b3f93,d5b9fde3-406d-4578-b268-bbae82bad4cd,2025-05-22 12:47:47.336376 +00:00,
РАО «Кабанов»,2b599c15-b6d0-4c36-b05f-b274b9c8474d,5a050676-9f1a-456b-953f-b35fd55d1484,2025-05-22 12:47:47.336380 +00:00,
Ильина и партнеры,016fa342-8fb8-4abe-b173-d4474f74c5df,49b11fff-7670-4d6f-a594-a878cc290849,2025-05-22 12:47:47.336384 +00:00,
Гуляев и партнеры,81f81f7d-9cc9-4fc8-89d1-4d8181081677,7e1692fa-6c3d-42a6-ba25-458fd48316c6,2025-05-22 12:47:47.336388 +00:00,
Группа Эссен,ec733972-8b9d-4532-848f-73a09d5a439a,8cf06027-ae73-46b9-932e-5f0841e36d04,2025-05-22 12:47:47.336392 +00:00,
НПО «Зимин-Мамонтов»,472736a1-f365-494e-9159-ff13804cdc3f,34bdc44a-5f3d-4d72-89a8-c83fef5c5545,2025-05-22 12:47:47.336395 +00:00,
"ООО «Андреева, Мамонтова и Лукина»",30aebf1c-dccf-4dd3-8695-c15ceb4d0cb8,5c4e98f9-723a-4b75-9c46-e9ada4d4fdb4,2025-05-22 12:47:47.336399 +00:00,
РАО «Белова»,30aebf1c-dccf-4dd3-8695-c15ceb4d0cb8,55e806e8-a880-4879-b2ed-f86906d47f9d,2025-05-22 12:47:47.336403 +00:00,
"ОАО «Кудряшова, Кудрявцев и Никонова»",b03f11fc-8c4b-4394-8e49-82cf7e445501,c10a7b93-b706-4a9a-a44e-236af83e4afd,2025-05-22 12:47:47.336407 +00:00,
РАО «Матвеев Никифоров»,14c9204a-4cdb-4d9b-b32a-25e6a179dcdd,376f70a7-e760-4338-9e20-dc16d38ab735,2025-05-22 12:47:47.336410 +00:00,
РАО «Елисеева»,81f81f7d-9cc9-4fc8-89d1-4d8181081677,90d15412-617c-4ed5-9d41-b0aa9ac7a4e3,2025-05-22 12:47:47.336414 +00:00,
ООО «Артемьева Юдин»,f48b7c13-a34d-45bc-a842-da842c74f424,44461489-dff2-47b8-b891-f03d9f94adba,2025-05-22 12:47:47.336418 +00:00,
АО «Яковлев-Галкин»,69c9949d-59ca-4b42-b679-b129174aea10,1fc65ff6-7b50-45e9-b9d9-4bba0de4747e,2025-05-22 12:47:47.336422 +00:00,
РАО «Константинов-Красильников»,72de790a-5497-46c4-a9d4-523e7e2aa04b,5d40b675-01fa-4ae3-a304-8878744a58b9,2025-05-22 12:47:47.336426 +00:00,
Носков Инк,1774d368-fdbd-4bc8-a503-91e52a9a8274,8a122f31-5ad1-4234-928e-f54c07a1bcec,2025-05-22 12:47:47.336429 +00:00,
Юг Руси,e08e9ef7-c3b5-4ec9-97dc-f92e7527cbac,9d433339-218d-4cde-aae7-7cd1009af67e,2025-05-22 12:47:47.336433 +00:00,
Технониколь,0baa86ac-05cd-40cc-b1e3-9e1ca2662ee9,6fed1d7d-8919-473c-980b-8df75a984ed4,2025-05-22 12:47:47.336437 +00:00,
Белгранкорм-холдинг,69c9949d-59ca-4b42-b679-b129174aea10,83c214a9-80e3-4b94-950f-48fd8c0942dc,2025-05-22 12:47:47.336441 +00:00,
ИП «Смирнова Кулагина»,18d0a7de-fda5-4f34-833e-55dfd5e6f9c7,1535eb61-fe65-4713-bbf4-958bb023707b,2025-05-22 12:47:47.336445 +00:00,
ОАО «Гурьев Евдокимова»,00acfb7e-e7a3-416e-b438-d13264551a72,8501d206-8205-487e-88c0-5cb27e6f2321,2025-05-22 12:47:47.336449 +00:00,
"ИП «Борисов, Суханов и Абрамова»",e6f32430-0ee1-46e1-901d-e276f97bce91,c205d58a-17a6-4245-a524-458665e3f203,2025-05-22 12:47:47.336453 +00:00,
ЗАО «Тимофеева»,1b370fb8-8ca3-4c17-abe4-c6cb9001b34e,0631b925-0823-420f-92c5-77f04be7761b,2025-05-22 12:47:47.336457 +00:00,
ОАО «Семенова Панфилова»,75c35ce4-0251-47d1-9b73-ac28c98cc63b,b0a8c7c6-c07c-42e4-9568-5a653bafe273,2025-05-22 12:47:47.336461 +00:00,
КМР и СНГ (KIA),1db9b099-c609-4dac-8b7a-f309ef9975b4,a075124c-c992-4d12-8c4d-b651f55ae79e,2025-05-22 12:47:47.336464 +00:00,
Куйбышевазот,09283536-496a-4c1b-8bfe-1eb6fa9ed925,0d27ab37-4995-4725-b0a9-3dc42b183be4,2025-05-22 12:47:47.336468 +00:00,
ОАО «Дементьева Шашков»,66bb9e47-9f13-4084-8a7e-cda542e2924b,b6e117cf-02cb-4c00-a4a5-55e1eddd5eff,2025-05-22 12:47:47.336472 +00:00,
ИП «Галкин Гаврилова»,e08e9ef7-c3b5-4ec9-97dc-f92e7527cbac,8d35523e-805b-434a-9402-02a1a214383e,2025-05-22 12:47:47.336476 +00:00,
АО «Ковалева-Шилов»,842d7225-ad04-45f9-97aa-f7e48e328876,28caedb2-1e3a-48e7-b2d8-58ce02387beb,2025-05-22 12:47:47.336479 +00:00,
Николаева Групп,335ed127-5787-4c03-b8c6-a8d0d4a079a9,e0e2576e-02d4-4710-a5be-f91b29c773fe,2025-05-22 12:47:47.336483 +00:00,
ИП «Горбунова-Королева»,209c24c1-8d89-4ef6-b6ad-951354bace8b,67a28761-495a-481b-93fe-0ecd9179b5d5,2025-05-22 12:47:47.336487 +00:00,
"ИП «Сергеев, Тимофеева и Крылов»",4fb36def-a9af-4ca2-bc71-21f5dd9ede0f,94d9a80b-32ff-43c2-8aa8-d01bd24e96ab,2025-05-22 12:47:47.336491 +00:00,
Пермэнергосбыт,85dc5861-60c3-4a72-b97b-d1b68322b5b2,5559f98b-dd91-4ebb-b833-065599518af9,2025-05-22 12:47:47.336494 +00:00,
Концерн Автоматика,14c9204a-4cdb-4d9b-b32a-25e6a179dcdd,aa8b9425-5144-48c1-a844-eb43486afacb,2025-05-22 12:47:47.336498 +00:00,
Богданова Групп,03e78667-da9c-4c16-86d0-26d7c33b3f93,38f2b31f-6a02-4726-bdcd-b9ea55b2d2db,2025-05-22 12:47:47.336502 +00:00,
ИП «Кудряшова Ермакова»,3ba41d36-126d-480e-b19c-c465cb5cd283,185a2932-e8ac-40e3-9a79-488032849ad4,2025-05-22 12:47:47.336507 +00:00,
ОАО «Комарова Калинина»,f34f1ad9-51bb-4846-98bc-3f600419fec2,7408a508-2577-4d6f-9d3a-218d049fb82c,2025-05-22 12:47:47.336512 +00:00,
РАО «Красильников Исаева»,66bb9e47-9f13-4084-8a7e-cda542e2924b,d9a3cb41-f31e-4568-a5bf-1e203163cc5b,2025-05-22 12:47:47.336516 +00:00,
Некрасова Лтд,f4c60f83-1ddb-4675-ac6f-1740becb5327,3a8e77bf-fc9d-4b6a-92a7-20ccf58c7afd,2025-05-22 12:47:47.336520 +00:00,
ООО «Гурьева»,30aebf1c-dccf-4dd3-8695-c15ceb4d0cb8,634aa09a-32c5-487b-881a-076f49ecc448,2025-05-22 12:47:47.336524 +00:00,
ООО «Рыбаков-Симонов»,209c24c1-8d89-4ef6-b6ad-951354bace8b,5ab8b1a8-0b7e-40af-b021-2984140ab40f,2025-05-22 12:47:47.336528 +00:00,
Воробьева Лтд,189481f0-2f42-4eca-b7bb-77332a7d2b92,df4f2d21-72a1-4db0-8298-7106d90be967,2025-05-22 12:47:47.336532 +00:00,
ИП «Сидоров Мартынов»,e08e9ef7-c3b5-4ec9-97dc-f92e7527cbac,6d98feb9-b3ed-478b-b92c-0772286826b2,2025-05-22 12:47:47.336535 +00:00,
ЗАО «Лазарева Кулагин»,335ed127-5787-4c03-b8c6-a8d0d4a079a9,7bacfb7a-330f-4145-af37-8fad0e864fb9,2025-05-22 12:47:47.336539 +00:00,
"НПО «Ершов, Поляков и Михеев»",cc42cbbf-92fa-4fb0-a094-0086beffa20f,29a0ebe5-cc9d-4c7c-bc01-f9a422eeee33,2025-05-22 12:47:47.336543 +00:00,
РАО «Константинова Мухина»,22ce568b-9579-4cc6-879e-b8424d78d02a,2eba1c7a-45e2-4f97-9bb6-8162598b8642,2025-05-22 12:47:47.336547 +00:00,
Егорова Групп,3ba41d36-126d-480e-b19c-c465cb5cd283,f25c30bf-d084-4a2e-ba64-92e0f5afc73a,2025-05-22 12:47:47.336551 +00:00,
Беляев Инк,0a721446-4f99-4f16-88f8-65d8d476f4d0,0403e117-11c3-4fc4-b301-54d54d91dbbb,2025-05-22 12:47:47.336555 +00:00,
Евсеева Инкорпорэйтед,75c35ce4-0251-47d1-9b73-ac28c98cc63b,6083d836-87c4-4a31-a8f3-f1ddc58d9e5c,2025-05-22 12:47:47.336559 +00:00,
Жуков Инкорпорэйтед,92b066a6-2951-4bf6-87fb-eb2c80c440ec,40df9ee7-0466-4f58-8e9c-4a36940ccac1,2025-05-22 12:47:47.336563 +00:00,
НПО «Гуляева-Горбачев»,4fb36def-a9af-4ca2-bc71-21f5dd9ede0f,eab3186f-1eef-428c-b683-407d3a2eb24e,2025-05-22 12:47:47.336566 +00:00,
"РАО «Харитонов, Павлов и Рябов»",cc42cbbf-92fa-4fb0-a094-0086beffa20f,30f513cb-bfe5-4947-a01f-4baf6641eebc,2025-05-22 12:47:47.336570 +00:00,
"АО «Филиппова, Одинцова и Капустин»",189481f0-2f42-4eca-b7bb-77332a7d2b92,8c7ee4a3-28ae-4fec-854e-da14edc7ae29,2025-05-22 12:47:47.336574 +00:00,
Ферреро Руссия (Ferrero),985d4e34-c121-49f9-90f9-3c635b36aa9c,dcc42733-9d24-41a1-802d-ff8c3b41eb38,2025-05-22 12:47:47.336577 +00:00,
